Genome	Genome ID	Accession	PATRIC ID	RefSeq Locus Tag	Alt Locus Tag	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	FIGfam ID	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	Protein ID	AA Length	Gene Symbol	Product	GO
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.988"			"PATRIC.287.6628.287.6628.con.0001.CDS.1026270.1027415.fwd"	"PATRIC"	"CDS"	1026270	1027415	1146	"+"	"FIG00000803"	"PLF_286_00000426"	"PGF_01126005"		381		"Rod shape-determining protein RodA"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.989"			"PATRIC.287.6628.287.6628.con.0001.CDS.1027436.1028446.fwd"	"PATRIC"	"CDS"	1027436	1028446	1011	"+"	"FIG00004335"	"PLF_286_00000899"	"PGF_03116630"		336		"Membrane-bound lytic murein transglycosylase B"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.990"			"PATRIC.287.6628.287.6628.con.0001.CDS.1028443.1029471.fwd"	"PATRIC"	"CDS"	1028443	1029471	1029	"+"	"FIG00004744"	"PLF_286_00000163"	"PGF_09566238"		342		"Septum-associated rare lipoprotein A"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.991"			"PATRIC.287.6628.287.6628.con.0001.CDS.1029537.1030697.fwd"	"PATRIC"	"CDS"	1029537	1030697	1161	"+"	"FIG00561498"	"PLF_286_00000216"	"PGF_06594113"		386		"D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)"	"GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity"
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.992"			"PATRIC.287.6628.287.6628.con.0001.CDS.1030768.1031049.fwd"	"PATRIC"	"CDS"	1030768	1031049	282	"+"	"FIG00002301"	"PLF_286_00001934"	"PGF_03767152"		93		"Proposed lipoate regulatory protein YbeD"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.993"			"PATRIC.287.6628.287.6628.con.0001.CDS.1031049.1031702.fwd"	"PATRIC"	"CDS"	1031049	1031702	654	"+"	"FIG00000528"	"PLF_286_00000659"	"PGF_04007946"		217		"Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181)"	"GO:0033819|lipoyl(octanoyl) transferase activity"
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.994"			"PATRIC.287.6628.287.6628.con.0001.CDS.1031699.1032682.fwd"	"PATRIC"	"CDS"	1031699	1032682	984	"+"	"FIG00000362"	"PLF_286_00000316"	"PGF_00017479"		327		"Lipoyl synthase (EC 2.8.1.8)"	"GO:0016992|lipoate synthase activity"
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.94"			"PATRIC.287.6628.287.6628.con.0001.CDS.103178.104527.rev"	"PATRIC"	"CDS"	103178	104527	1350	"-"	"FIG01202186"	"PLF_286_00001681"	"PGF_00928751"		449		"T6SS outer membrane component TssL (ImpK/VasF) / OmpA/MotB domain"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.995"			"PATRIC.287.6628.287.6628.con.0001.CDS.1032827.1033720.rev"	"PATRIC"	"CDS"	1032827	1033720	894	"-"	"FIG01312420"	"PLF_286_00076604"	"PGF_07987589"		297		"Transcriptional regulator, LysR family"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.996"			"PATRIC.287.6628.287.6628.con.0001.CDS.1033826.1034716.fwd"	"PATRIC"	"CDS"	1033826	1034716	891	"+"	"FIG00009455"	"PLF_286_00003603"	"PGF_00404186"		296		"probable epoxide hydrolase"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.997"			"PATRIC.287.6628.287.6628.con.0001.CDS.1034826.1036172.rev"	"PATRIC"	"CDS"	1034826	1036172	1347	"-"	"FIG00004335"	"PLF_286_00002537"	"PGF_03116630"		448		"Membrane-bound lytic murein transglycosylase B"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.998"			"PATRIC.287.6628.287.6628.con.0001.CDS.1036414.1036632.fwd"	"PATRIC"	"CDS"	1036414	1036632	219	"+"	"FIG00638284"	"PLF_286_00006441"	"PGF_03002219"		72		"hypothetical protein"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.999"			"PATRIC.287.6628.287.6628.con.0001.CDS.1036748.1036900.rev"	"PATRIC"	"CDS"	1036748	1036900	153	"-"	"FIG00957590"	"PLF_286_00148984"	"PGF_00259764"		50		"hypothetical protein"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1000"			"PATRIC.287.6628.287.6628.con.0001.CDS.1036992.1038029.rev"	"PATRIC"	"CDS"	1036992	1038029	1038	"-"	"FIG00106663"	"PLF_286_00261014"	"PGF_09201380"		345		"DNA polymerase III delta subunit (EC 2.7.7.7)"	"GO:0003887|DNA-directed DNA polymerase activity"
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1001"			"PATRIC.287.6628.287.6628.con.0001.CDS.1038067.1038690.rev"	"PATRIC"	"CDS"	1038067	1038690	624	"-"	"FIG00001709"	"PLF_286_00004078"	"PGF_00016305"		207		"LPS-assembly lipoprotein LptE"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1002"			"PATRIC.287.6628.287.6628.con.0001.CDS.1038757.1041378.rev"	"PATRIC"	"CDS"	1038757	1041378	2622	"-"	"FIG00000114"	"PLF_286_00000219"	"PGF_06812369"		873		"Leucyl-tRNA synthetase (EC 6.1.1.4)"	"GO:0004823|leucine-tRNA ligase activity"
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1003"			"PATRIC.287.6628.287.6628.con.0001.CDS.1041549.1041980.fwd"	"PATRIC"	"CDS"	1041549	1041980	432	"+"	"FIG00954428"	"PLF_286_00002650"	"PGF_01358568"		143		"hypothetical protein"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1004"			"PATRIC.287.6628.287.6628.con.0001.CDS.1042053.1042814.fwd"	"PATRIC"	"CDS"	1042053	1042814	762	"+"	"FIG01056920"	"PLF_286_00002460"	"PGF_03070382"		253		"Uncharacterized DUF218 membrane protein"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1005"			"PATRIC.287.6628.287.6628.con.0001.CDS.1042864.1044399.rev"	"PATRIC"	"CDS"	1042864	1044399	1536	"-"	"FIG00001006"	"PLF_286_00005796"	"PGF_02325838"		511		"Apolipoprotein N-acyltransferase / Copper homeostasis protein CutE"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1006"			"PATRIC.287.6628.287.6628.con.0001.CDS.1044585.1045424.rev"	"PATRIC"	"CDS"	1044585	1045424	840	"-"	"FIG00042627"	"PLF_286_00000609"	"PGF_10525969"		279		"Magnesium and cobalt efflux protein CorC"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.95"			"PATRIC.287.6628.287.6628.con.0001.CDS.104534.105868.rev"	"PATRIC"	"CDS"	104534	105868	1335	"-"	"FIG00008560"	"PLF_286_00001645"	"PGF_04819167"		444		"T6SS component TssK (ImpJ/VasE)"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1007"			"PATRIC.287.6628.287.6628.con.0001.CDS.1045421.1045903.rev"	"PATRIC"	"CDS"	1045421	1045903	483	"-"	"FIG00000233"	"PLF_286_00000704"	"PGF_00020361"		160		"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1008"			"PATRIC.287.6628.287.6628.con.0001.CDS.1045893.1046915.rev"	"PATRIC"	"CDS"	1045893	1046915	1023	"-"	"FIG00229550"	"PLF_286_00000389"	"PGF_00033237"		340		"Phosphate starvation-inducible protein PhoH, predicted ATPase"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1009"			"PATRIC.287.6628.287.6628.con.0001.CDS.1047084.1048424.rev"	"PATRIC"	"CDS"	1047084	1048424	1341	"-"	"FIG00108342"	"PLF_286_00001234"	"PGF_08562657"		446		"tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1010"			"PATRIC.287.6628.287.6628.con.0001.CDS.1048553.1048885.fwd"	"PATRIC"	"CDS"	1048553	1048885	333	"+"	"FIG00955337"	"PLF_286_00001179"	"PGF_00393682"		110		"hypothetical protein"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1011"			"PATRIC.287.6628.287.6628.con.0001.CDS.1048901.1049449.rev"	"PATRIC"	"CDS"	1048901	1049449	549	"-"	"FIG00740963"	"PLF_286_00001295"	"PGF_00003997"		182		"FOG: TPR repeat, SEL1 subfamily"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1012"			"PATRIC.287.6628.287.6628.con.0001.CDS.1049658.1050941.rev"	"PATRIC"	"CDS"	1049658	1050941	1284	"-"	"FIG00000338"	"PLF_286_00000383"	"PGF_09019918"		427		"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)"	"GO:0042286|glutamate-1-semialdehyde 2,1-aminomutase activity"
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1013"			"PATRIC.287.6628.287.6628.con.0001.CDS.1050979.1051608.rev"	"PATRIC"	"CDS"	1050979	1051608	630	"-"	"FIG00000407"	"PLF_286_00278793"	"PGF_01291823"		209		"Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)"	"GO:0004789|thiamine-phosphate diphosphorylase activity"
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1014"			"PATRIC.287.6628.287.6628.con.0001.CDS.1051619.1052416.rev"	"PATRIC"	"CDS"	1051619	1052416	798	"-"		"PLF_286_00000935"	"PGF_05520131"		265		"Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)"	"GO:0008972|phosphomethylpyrimidine kinase activity"
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1015"			"PATRIC.287.6628.287.6628.con.0001.CDS.1052627.1055014.fwd"	"PATRIC"	"CDS"	1052627	1055014	2388	"+"	"FIG00450955"	"PLF_286_00001653"	"PGF_10364197"		795		"Two-component system sensor histidine kinase"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1016"			"PATRIC.287.6628.287.6628.con.0001.CDS.1055120.1055767.fwd"	"PATRIC"	"CDS"	1055120	1055767	648	"+"	"FIG00554417"	"PLF_286_00002614"	"PGF_10436598"		215		"Transcriptional regulator, AcrR family"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1017"			"PATRIC.287.6628.287.6628.con.0001.CDS.1055764.1057413.fwd"	"PATRIC"	"CDS"	1055764	1057413	1650	"+"	"FIG00002266"	"PLF_286_00001236"	"PGF_10428547"		549		"Acyl-CoA dehydrogenase"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1018"			"PATRIC.287.6628.287.6628.con.0001.CDS.1057425.1057856.fwd"	"PATRIC"	"CDS"	1057425	1057856	432	"+"	"FIG00114965"	"PLF_286_00003905"	"PGF_00056559"		143		"Thioesterase"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1019"			"PATRIC.287.6628.287.6628.con.0001.CDS.1057935.1059410.fwd"	"PATRIC"	"CDS"	1057935	1059410	1476	"+"	"FIG00001232"	"PLF_286_00000465"	"PGF_00013801"		491		"AMP nucleosidase (EC 3.2.2.4)"	"GO:0008714|AMP nucleosidase activity"
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.96"			"PATRIC.287.6628.287.6628.con.0001.CDS.105884.106348.rev"	"PATRIC"	"CDS"	105884	106348	465	"-"	"FIG00014305"	"PLF_286_00004877"	"PGF_03729138"		154		"T6SS secretion lipoprotein TssJ (VasD)"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1020"			"PATRIC.287.6628.287.6628.con.0001.CDS.1059561.1060127.fwd"	"PATRIC"	"CDS"	1059561	1060127	567	"+"	"FIG00956084"	"PLF_286_00005261"	"PGF_00883685"		188		"FIG00956085: hypothetical protein"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1021"			"PATRIC.287.6628.287.6628.con.0001.CDS.1060085.1061170.rev"	"PATRIC"	"CDS"	1060085	1061170	1086	"-"	"FIG01371060"	"PLF_286_00002975"	"PGF_05806155"		361		"Outer membrane protein romA"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1022"			"PATRIC.287.6628.287.6628.con.0001.CDS.1061252.1061878.fwd"	"PATRIC"	"CDS"	1061252	1061878	627	"+"	"FIG00507591"	"PLF_286_00000922"	"PGF_02589988"		208		"LSU rRNA pseudouridine(2457) synthase (EC 5.4.99.20)"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1023"			"PATRIC.287.6628.287.6628.con.0001.CDS.1061912.1062304.rev"	"PATRIC"	"CDS"	1061912	1062304	393	"-"	"FIG00954627"	"PLF_286_00002199"	"PGF_00419625"		130		"Coproporphyrinogen III oxidase and related Fe-S oxidoreductases"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1024"			"PATRIC.287.6628.287.6628.con.0001.CDS.1062405.1062614.rev"	"PATRIC"	"CDS"	1062405	1062614	210	"-"	"FIG00954138"	"PLF_286_00001370"	"PGF_00243383"		69		"Uncharacterized protein PA3966"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1025"			"PATRIC.287.6628.287.6628.con.0001.CDS.1062816.1063325.rev"	"PATRIC"	"CDS"	1062816	1063325	510	"-"	"FIG01956023"	"PLF_286_00000722"	"PGF_01424767"		169		"Transcriptional regulator, AsnC family"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1026"			"PATRIC.287.6628.287.6628.con.0001.CDS.1063707.1063910.rev"	"PATRIC"	"CDS"	1063707	1063910	204	"-"		"PLF_286_00149217"	"PGF_02995015"		67		"hypothetical protein"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.97"			"PATRIC.287.6628.287.6628.con.0001.CDS.106393.107886.rev"	"PATRIC"	"CDS"	106393	107886	1494	"-"	"FIG00014175"	"PLF_286_00001614"	"PGF_01889549"		497		"T6SS forkhead associated domain protein ImpI/VasC"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1027"			"PATRIC.287.6628.287.6628.con.0001.CDS.1063953.1064456.fwd"	"PATRIC"	"CDS"	1063953	1064456	504	"+"	"FIG00954852"	"PLF_286_00004964"	"PGF_08225224"		167		"hypothetical protein"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1028"			"PATRIC.287.6628.287.6628.con.0001.CDS.1064449.1065345.rev"	"PATRIC"	"CDS"	1064449	1065345	897	"-"	"FIG00000207"	"PLF_286_00000741"	"PGF_00069596"		298		"Ferrous-iron efflux pump FieF"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1029"			"PATRIC.287.6628.287.6628.con.0001.CDS.1065434.1065850.rev"	"PATRIC"	"CDS"	1065434	1065850	417	"-"	"FIG01405337"	"PLF_286_00096652"	"PGF_03050552"		138		"Uncharacterized protein PA3962"	
"Pseudomonas aeruginosa T38079"	"287.6628"	"287.6628.con.0001"	"fig|287.6628.peg.1030"			"PATRIC.287.6628.287.6628.con.0001.CDS.1065992.1068508.fwd"	"PATRIC"	"CDS"	1065992	1068508	2517	"+"	"FIG01045463"	"PLF_286_00000035"	"PGF_06949599"		838		"ATP-dependent helicase HrpB"	
