Genome	Genome ID	Accession	PATRIC ID	RefSeq Locus Tag	Alt Locus Tag	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	FIGfam ID	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	Protein ID	AA Length	Gene Symbol	Product	GO
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.964"			"PATRIC.287.6656.NC_008463.CDS.1010865.1011554.rev"	"PATRIC"	"CDS"	1010865	1011554	690	"-"	"FIG00008396"	"PLF_286_00007148"	"PGF_01427545"		229		"Aquaporin Z"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.965"			"PATRIC.287.6656.NC_008463.CDS.1011901.1012170.rev"	"PATRIC"	"CDS"	1011901	1012170	270	"-"	"FIG00962993"	"PLF_286_00004606"	"PGF_00359742"		89		"hypothetical protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.966"			"PATRIC.287.6656.NC_008463.CDS.1012365.1013081.fwd"	"PATRIC"	"CDS"	1012365	1013081	717	"+"	"FIG01956054"	"PLF_286_00001678"	"PGF_07420062"		238		"Two-component transcriptional response regulator, OmpR family"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.967"			"PATRIC.287.6656.NC_008463.CDS.1013172.1013699.rev"	"PATRIC"	"CDS"	1013172	1013699	528	"-"	"FIG00000429"	"PLF_286_00000079"	"PGF_01922063"		175		"Inorganic pyrophosphatase (EC 3.6.1.1)"	"GO:0004427|inorganic diphosphatase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.968"			"PATRIC.287.6656.NC_008463.CDS.1013779.1014609.rev"	"PATRIC"	"CDS"	1013779	1014609	831	"-"	"FIG00554427"	"PLF_286_00002639"	"PGF_00041669"		276		"Putative inner membrane protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.969"			"PATRIC.287.6656.NC_008463.CDS.1014612.1015154.rev"	"PATRIC"	"CDS"	1014612	1015154	543	"-"	"FIG00002761"	"PLF_286_00001205"	"PGF_08055739"		180		"DedA protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.970"			"PATRIC.287.6656.NC_008463.CDS.1015165.1016490.rev"	"PATRIC"	"CDS"	1015165	1016490	1326	"-"	"FIG00638284"	"PLF_286_00007437"	"PGF_10479781"		441		"hypothetical protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.971"			"PATRIC.287.6656.NC_008463.CDS.1016516.1016977.rev"	"PATRIC"	"CDS"	1016516	1016977	462	"-"	"FIG00959963"	"PLF_286_00005830"	"PGF_00283584"		153		"hypothetical protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.972"			"PATRIC.287.6656.NC_008463.CDS.1016947.1017840.rev"	"PATRIC"	"CDS"	1016947	1017840	894	"-"	"FIG00953094"	"PLF_286_00005492"	"PGF_08964051"		297		"ABC-type amino acid transport/signal transduction system, periplasmic component/domain"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.93"			"PATRIC.287.6656.NC_008463.CDS.101719.102504.fwd"	"PATRIC"	"CDS"	101719	102504	786	"+"	"FIG00009152"	"PLF_286_00004899"	"PGF_00038194"		261		"T6SS associated component TagJ (ImpE)"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.973"			"PATRIC.287.6656.NC_008463.CDS.1017890.1018351.rev"	"PATRIC"	"CDS"	1017890	1018351	462	"-"	"FIG00001650"	"PLF_286_00003720"	"PGF_00039861"		153		"Acetyltransferase"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.974"			"PATRIC.287.6656.NC_008463.CDS.1018515.1019336.rev"	"PATRIC"	"CDS"	1018515	1019336	822	"-"	"FIG00015941"	"PLF_286_00000349"	"PGF_00424869"		273		"Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)"	"GO:0008851|ethanolamine ammonia-lyase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.975"			"PATRIC.287.6656.NC_008463.CDS.1019347.1020741.rev"	"PATRIC"	"CDS"	1019347	1020741	1395	"-"	"FIG00003375"	"PLF_286_00000186"	"PGF_00424868"		464		"Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)"	"GO:0008851|ethanolamine ammonia-lyase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.976"			"PATRIC.287.6656.NC_008463.CDS.1020800.1022248.rev"	"PATRIC"	"CDS"	1020800	1022248	1449	"-"	"FIG00003466"	"PLF_286_00001542"	"PGF_04116999"		482		"Ethanolamine permease"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.977"			"PATRIC.287.6656.NC_008463.CDS.1022458.1023978.rev"	"PATRIC"	"CDS"	1022458	1023978	1521	"-"	"FIG01292786"	"PLF_286_00000022"	"PGF_07597988"		506		"Aldehyde dehydrogenase (EC 1.2.1.3)"	"GO:0004029|aldehyde dehydrogenase (NAD) activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.978"			"PATRIC.287.6656.NC_008463.CDS.1024317.1026248.fwd"	"PATRIC"	"CDS"	1024317	1026248	1932	"+"	"FIG01304230"	"PLF_286_00033207"	"PGF_06587458"		643		"sigma-54-dependent transcriptional regulator"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.94"			"PATRIC.287.6656.NC_008463.CDS.102506.103015.fwd"	"PATRIC"	"CDS"	102506	103015	510	"+"	"FIG00001963"	"PLF_286_00001682"	"PGF_12699085"		169		"T6SS lysozyme-like component TssE"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.979"			"PATRIC.287.6656.NC_008463.CDS.1026406.1027761.fwd"	"PATRIC"	"CDS"	1026406	1027761	1356	"+"	"FIG00002492"	"PLF_286_00000199"	"PGF_00064004"		451		"UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)"	"GO:0008766|UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity;GO:0008766|ribosomal S6-glutamic acid ligase activity;GO:0008766|coenzyme F420-0 gamma-glutamyl ligase activity;GO:0008766|coenzyme F420-2 alpha-glutamyl ligase activity;GO:0008766|protein-glycine ligase activity;GO:0008766|protein-glycine ligase activity, initiating;GO:0008766|protein-glycine ligase activity, elongating;GO:0008766|tubulin-glycine ligase activity;GO:0008766|protein-glutamic acid ligase activity;GO:0008766|tubulin-glutamic acid ligase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.980"			"PATRIC.287.6656.NC_008463.CDS.1027770.1028399.fwd"	"PATRIC"	"CDS"	1027770	1028399	630	"+"	"FIG00000573"	"PLF_286_00001079"	"PGF_08473931"		209		"Flavin prenyltransferase UbiX"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.981"			"PATRIC.287.6656.NC_008463.CDS.1028401.1028676.fwd"	"PATRIC"	"CDS"	1028401	1028676	276	"+"	"FIG00947911"	"PLF_286_00002478"	"PGF_06919539"		91		"hypothetical protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.982"			"PATRIC.287.6656.NC_008463.CDS.1028696.1029337.rev"	"PATRIC"	"CDS"	1028696	1029337	642	"-"	"FIG00905558"	"PLF_286_00005143"	"PGF_03331199"		213		"Uncharacterized protein YraR"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.983"			"PATRIC.287.6656.NC_008463.CDS.1029384.1031123.rev"	"PATRIC"	"CDS"	1029384	1031123	1740	"-"	"FIG00954052"	"PLF_286_00056631"	"PGF_00410111"		579		"putative phosphatidylinositol-4-phosphate 5-kinase"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.95"			"PATRIC.287.6656.NC_008463.CDS.103012.104871.fwd"	"PATRIC"	"CDS"	103012	104871	1860	"+"	"FIG00052183"	"PLF_286_00001612"	"PGF_01929932"		619		"T6SS component TssF (ImpG/VasA)"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.984"			"PATRIC.287.6656.NC_008463.CDS.1031314.1031769.rev"	"PATRIC"	"CDS"	1031314	1031769	456	"-"	"FIG01303815"	"PLF_286_00002392"	"PGF_01389504"		151		"Acyl dehydratase"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.985"			"PATRIC.287.6656.NC_008463.CDS.1031915.1032325.fwd"	"PATRIC"	"CDS"	1031915	1032325	411	"+"	"FIG00000832"	"PLF_286_00000968"	"PGF_00059509"		136		"Antiholin-like protein LrgA"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.986"			"PATRIC.287.6656.NC_008463.CDS.1032325.1033035.fwd"	"PATRIC"	"CDS"	1032325	1033035	711	"+"	"FIG00000822"	"PLF_286_00000099"	"PGF_00017655"		236		"LrgA-associated membrane protein LrgB"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.987"			"PATRIC.287.6656.NC_008463.CDS.1033055.1033648.fwd"	"PATRIC"	"CDS"	1033055	1033648	594	"+"	"FIG00138231"	"PLF_286_00436660"	"PGF_02866109"		197		"Uncharacterized protein, similar to the N-terminal domain of Lon protease"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.988"			"PATRIC.287.6656.NC_008463.CDS.1033659.1034972.rev"	"PATRIC"	"CDS"	1033659	1034972	1314	"-"	"FIG00638284"	"PLF_286_00003106"	"PGF_06833838"		437		"putative membrane-associated phospholipid phosphatase, PAP2 superfamily"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.989"			"PATRIC.287.6656.NC_008463.CDS.1034969.1035688.rev"	"PATRIC"	"CDS"	1034969	1035688	720	"-"	"FIG00001134"	"PLF_286_00002847"	"PGF_00419930"		239		"3-methyladenine DNA glycosylase"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.990"			"PATRIC.287.6656.NC_008463.CDS.1035752.1036609.fwd"	"PATRIC"	"CDS"	1035752	1036609	858	"+"	"FIG01313020"	"PLF_286_00002817"	"PGF_00026617"		285		"O-Methyltransferase involved in polyketide biosynthesis"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.991"			"PATRIC.287.6656.NC_008463.CDS.1036617.1037840.rev"	"PATRIC"	"CDS"	1036617	1037840	1224	"-"	"FIG00638284"	"PLF_286_00002871"	"PGF_12895065"		407		"Putative hydrolase"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.992"			"PATRIC.287.6656.NC_008463.CDS.1038138.1039403.fwd"	"PATRIC"	"CDS"	1038138	1039403	1266	"+"	"FIG00000365"	"PLF_286_00000525"	"PGF_05387084"		421		"Gamma-glutamyl phosphate reductase (EC 1.2.1.41)"	"GO:0004350|glutamate-5-semialdehyde dehydrogenase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.993"			"PATRIC.287.6656.NC_008463.CDS.1039403.1040047.fwd"	"PATRIC"	"CDS"	1039403	1040047	645	"+"		"PLF_286_00000656"	"PGF_08432396"		214		"Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)"	"GO:0004515|nicotinate-nucleotide adenylyltransferase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.994"			"PATRIC.287.6656.NC_008463.CDS.1040070.1040426.fwd"	"PATRIC"	"CDS"	1040070	1040426	357	"+"	"FIG00135315"	"PLF_286_00001948"	"PGF_00435430"		118		"Ribosomal silencing factor RsfA"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.995"			"PATRIC.287.6656.NC_008463.CDS.1040434.1040901.fwd"	"PATRIC"	"CDS"	1040434	1040901	468	"+"		"PLF_286_00000854"	"PGF_07480521"		155		"23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177)"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.996"			"PATRIC.287.6656.NC_008463.CDS.1040914.1042854.fwd"	"PATRIC"	"CDS"	1040914	1042854	1941	"+"	"FIG00143531"	"PLF_286_00000027"	"PGF_10376398"		646		"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)"	"GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.997"			"PATRIC.287.6656.NC_008463.CDS.1042844.1043989.fwd"	"PATRIC"	"CDS"	1042844	1043989	1146	"+"	"FIG00000803"	"PLF_286_00000426"	"PGF_01126005"		381		"Rod shape-determining protein RodA"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.9"			"PATRIC.287.6656.NC_008463.CDS.10434.12491.rev"	"PATRIC"	"CDS"	10434	12491	2058	"-"	"FIG00000448"	"PLF_286_00000192"	"PGF_00009969"		685		"Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)"	"GO:0004820|glycine-tRNA ligase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.998"			"PATRIC.287.6656.NC_008463.CDS.1044010.1045020.fwd"	"PATRIC"	"CDS"	1044010	1045020	1011	"+"	"FIG00004335"	"PLF_286_00000899"	"PGF_03116630"		336		"Membrane-bound lytic murein transglycosylase B"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.999"			"PATRIC.287.6656.NC_008463.CDS.1045017.1046042.fwd"	"PATRIC"	"CDS"	1045017	1046042	1026	"+"	"FIG00004744"	"PLF_286_00000163"	"PGF_09566238"		341		"Septum-associated rare lipoprotein A"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1000"			"PATRIC.287.6656.NC_008463.CDS.1046108.1047268.fwd"	"PATRIC"	"CDS"	1046108	1047268	1161	"+"	"FIG00561498"	"PLF_286_00000216"	"PGF_06594113"		386		"D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)"	"GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1001"			"PATRIC.287.6656.NC_008463.CDS.1047339.1047620.fwd"	"PATRIC"	"CDS"	1047339	1047620	282	"+"	"FIG00002301"	"PLF_286_00001934"	"PGF_03767152"		93		"Proposed lipoate regulatory protein YbeD"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1002"			"PATRIC.287.6656.NC_008463.CDS.1047620.1048273.fwd"	"PATRIC"	"CDS"	1047620	1048273	654	"+"	"FIG00000528"	"PLF_286_00000659"	"PGF_04007946"		217		"Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181)"	"GO:0033819|lipoyl(octanoyl) transferase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1003"			"PATRIC.287.6656.NC_008463.CDS.1048270.1049253.fwd"	"PATRIC"	"CDS"	1048270	1049253	984	"+"	"FIG00000362"	"PLF_286_00000316"	"PGF_00017479"		327		"Lipoyl synthase (EC 2.8.1.8)"	"GO:0016992|lipoate synthase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.96"			"PATRIC.287.6656.NC_008463.CDS.104835.105881.fwd"	"PATRIC"	"CDS"	104835	105881	1047	"+"	"FIG00006535"	"PLF_286_00001672"	"PGF_02979767"		348		"T6SS component TssG (ImpH/VasB)"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1004"			"PATRIC.287.6656.NC_008463.CDS.1049398.1050291.rev"	"PATRIC"	"CDS"	1049398	1050291	894	"-"	"FIG01312420"	"PLF_286_00076604"	"PGF_07987589"		297		"Transcriptional regulator, LysR family"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1005"			"PATRIC.287.6656.NC_008463.CDS.1050399.1051289.fwd"	"PATRIC"	"CDS"	1050399	1051289	891	"+"	"FIG00009455"	"PLF_286_00003603"	"PGF_00404186"		296		"probable epoxide hydrolase"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1006"			"PATRIC.287.6656.NC_008463.CDS.1051492.1052838.rev"	"PATRIC"	"CDS"	1051492	1052838	1347	"-"	"FIG00004335"	"PLF_286_00002537"	"PGF_03116630"		448		"Membrane-bound lytic murein transglycosylase B"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1007"			"PATRIC.287.6656.NC_008463.CDS.1053067.1053285.fwd"	"PATRIC"	"CDS"	1053067	1053285	219	"+"	"FIG00638284"	"PLF_286_00006441"	"PGF_03002219"		72		"hypothetical protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1008"			"PATRIC.287.6656.NC_008463.CDS.1053401.1053553.rev"	"PATRIC"	"CDS"	1053401	1053553	153	"-"	"FIG00957590"	"PLF_286_00148984"	"PGF_00259764"		50		"hypothetical protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1009"			"PATRIC.287.6656.NC_008463.CDS.1053645.1054682.rev"	"PATRIC"	"CDS"	1053645	1054682	1038	"-"	"FIG00106663"	"PLF_286_00261014"	"PGF_09201380"		345		"DNA polymerase III delta subunit (EC 2.7.7.7)"	"GO:0003887|DNA-directed DNA polymerase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1010"			"PATRIC.287.6656.NC_008463.CDS.1054720.1055343.rev"	"PATRIC"	"CDS"	1054720	1055343	624	"-"	"FIG00001709"	"PLF_286_00004078"	"PGF_00016305"		207		"LPS-assembly lipoprotein LptE"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1011"			"PATRIC.287.6656.NC_008463.CDS.1055410.1058031.rev"	"PATRIC"	"CDS"	1055410	1058031	2622	"-"	"FIG00000114"	"PLF_286_00000219"	"PGF_06812369"		873		"Leucyl-tRNA synthetase (EC 6.1.1.4)"	"GO:0004823|leucine-tRNA ligase activity"
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1012"			"PATRIC.287.6656.NC_008463.CDS.1058124.1058318.rev"	"PATRIC"	"CDS"	1058124	1058318	195	"-"	"FIG00960787"	"PLF_286_00006763"	"PGF_00140628"		64		"FIG00960788: hypothetical protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1013"			"PATRIC.287.6656.NC_008463.CDS.1058334.1058633.fwd"	"PATRIC"	"CDS"	1058334	1058633	300	"+"	"FIG00954428"	"PLF_286_00002650"	"PGF_01358568"		99		"hypothetical protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1014"			"PATRIC.287.6656.NC_008463.CDS.1058706.1059467.fwd"	"PATRIC"	"CDS"	1058706	1059467	762	"+"	"FIG01056920"	"PLF_286_00002460"	"PGF_03070382"		253		"Uncharacterized DUF218 membrane protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.97"			"PATRIC.287.6656.NC_008463.CDS.105874.108582.fwd"	"PATRIC"	"CDS"	105874	108582	2709	"+"	"FIG00025216"	"PLF_286_00298039"	"PGF_07829604"		902		"T6SS AAA+ chaperone ClpV (TssH)"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1015"			"PATRIC.287.6656.NC_008463.CDS.1059517.1061052.rev"	"PATRIC"	"CDS"	1059517	1061052	1536	"-"	"FIG00001006"	"PLF_286_00005796"	"PGF_02325838"		511		"Apolipoprotein N-acyltransferase / Copper homeostasis protein CutE"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1016"			"PATRIC.287.6656.NC_008463.CDS.1061238.1062077.rev"	"PATRIC"	"CDS"	1061238	1062077	840	"-"	"FIG00042627"	"PLF_286_00000609"	"PGF_10525969"		279		"Magnesium and cobalt efflux protein CorC"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1017"			"PATRIC.287.6656.NC_008463.CDS.1062074.1062556.rev"	"PATRIC"	"CDS"	1062074	1062556	483	"-"	"FIG00000233"	"PLF_286_00000704"	"PGF_00020361"		160		"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1018"			"PATRIC.287.6656.NC_008463.CDS.1062546.1063568.rev"	"PATRIC"	"CDS"	1062546	1063568	1023	"-"	"FIG00229550"	"PLF_286_00000389"	"PGF_00033237"		340		"Phosphate starvation-inducible protein PhoH, predicted ATPase"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1019"			"PATRIC.287.6656.NC_008463.CDS.1063737.1065077.rev"	"PATRIC"	"CDS"	1063737	1065077	1341	"-"	"FIG00108342"	"PLF_286_00001234"	"PGF_08562657"		446		"tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1020"			"PATRIC.287.6656.NC_008463.CDS.1065206.1065538.fwd"	"PATRIC"	"CDS"	1065206	1065538	333	"+"	"FIG00955337"	"PLF_286_00001179"	"PGF_00393682"		110		"hypothetical protein"	
"Pseudomonas aeruginosa UCBPP-PA14"	"287.6656"	"NC_008463"	"fig|287.6656.peg.1021"			"PATRIC.287.6656.NC_008463.CDS.1065554.1066102.rev"	"PATRIC"	"CDS"	1065554	1066102	549	"-"	"FIG00740963"	"PLF_286_00001295"	"PGF_00003997"		182		"FOG: TPR repeat, SEL1 subfamily"	
