Genome	Genome ID	Accession	PATRIC ID	RefSeq Locus Tag	Alt Locus Tag	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	FIGfam ID	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	Protein ID	AA Length	Gene Symbol	Product	GO
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.979"			"PATRIC.287.6655.NC_002516.CDS.1012975.1015752.rev"	"PATRIC"	"CDS"	1012975	1015752	2778	"-"	"FIG00004678"	"PLF_286_00429750"	"PGF_03822627"		925		"Signal transduction histidine-protein kinase BarA (EC 2.7.13.3)"	"GO:0004673|protein histidine kinase activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.980"			"PATRIC.287.6655.NC_002516.CDS.1015938.1016657.fwd"	"PATRIC"	"CDS"	1015938	1016657	720	"+"	"FIG00954775"	"PLF_286_00107389"	"PGF_09666309"		239		"Two-component transcriptional response regulator, LuxR family"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.981"			"PATRIC.287.6655.NC_002516.CDS.1016654.1017994.fwd"	"PATRIC"	"CDS"	1016654	1017994	1341	"+"	"FIG00956770"	"PLF_286_00004612"	"PGF_00414230"		446		"two-component sensor"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.93"			"PATRIC.287.6655.NC_002516.CDS.101778.103274.fwd"	"PATRIC"	"CDS"	101778	103274	1497	"+"	"FIG00004734"	"PLF_286_00001618"	"PGF_04816404"		498		"T6SS component TssC (ImpC/VipB)"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.982"			"PATRIC.287.6655.NC_002516.CDS.1018230.1020458.fwd"	"PATRIC"	"CDS"	1018230	1020458	2229	"+"	"FIG00120101"	"PLF_286_00003343"	"PGF_00057226"		742		"TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.983"			"PATRIC.287.6655.NC_002516.CDS.1020708.1021607.fwd"	"PATRIC"	"CDS"	1020708	1021607	900	"+"	"FIG00470735"	"PLF_286_00000445"	"PGF_02104569"		299		"Cysteine synthase B (EC 2.5.1.47)"	"GO:0004124|cysteine synthase activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.984"			"PATRIC.287.6655.NC_002516.CDS.1021616.1022968.fwd"	"PATRIC"	"CDS"	1021616	1022968	1353	"+"	"FIG01304282"	"PLF_286_00446302"	"PGF_07941512"		450		"23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.985"			"PATRIC.287.6655.NC_002516.CDS.1023053.1025296.fwd"	"PATRIC"	"CDS"	1023053	1025296	2244	"+"	"FIG01305348"	"PLF_286_00000171"	"PGF_00013857"		747		"Inactive (p)ppGpp 3'-pyrophosphohydrolase domain / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I"	"GO:0008728|GTP diphosphokinase activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.986"			"PATRIC.287.6655.NC_002516.CDS.1025401.1026231.fwd"	"PATRIC"	"CDS"	1025401	1026231	831	"+"	"FIG00002974"	"PLF_286_00000387"	"PGF_10414515"		276		"Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)"	"GO:0047693|ATP diphosphatase activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.987"			"PATRIC.287.6655.NC_002516.CDS.1026274.1027212.rev"	"PATRIC"	"CDS"	1026274	1027212	939	"-"	"FIG00010713"	"PLF_286_00002633"	"PGF_00004127"		312		"Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.988"			"PATRIC.287.6655.NC_002516.CDS.1027445.1027984.fwd"	"PATRIC"	"CDS"	1027445	1027984	540	"+"	"FIG01374892"	"PLF_286_00003321"	"PGF_00026354"		179		"Nucleoprotein/polynucleotide-associated enzyme"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.989"			"PATRIC.287.6655.NC_002516.CDS.1028172.1029500.fwd"	"PATRIC"	"CDS"	1028172	1029500	1329	"+"	"FIG00002774"	"PLF_286_00002367"	"PGF_00964179"		442		"O-antigen chain length determinant protein WzzB"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.990"			"PATRIC.287.6655.NC_002516.CDS.1029541.1029732.rev"	"PATRIC"	"CDS"	1029541	1029732	192	"-"	"FIG00959338"				63		"FIG00959341: hypothetical protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.991"			"PATRIC.287.6655.NC_002516.CDS.1029825.1030151.rev"	"PATRIC"	"CDS"	1029825	1030151	327	"-"	"FIG00002867"	"PLF_286_00002613"	"PGF_12745294"		108		"Rho-specific inhibitor of transcription termination (YaeO)"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.992"			"PATRIC.287.6655.NC_002516.CDS.1030157.1030411.rev"	"PATRIC"	"CDS"	1030157	1030411	255	"-"	"FIG00957175"	"PLF_286_00003761"	"PGF_00217762"		84		"hypothetical protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.993"			"PATRIC.287.6655.NC_002516.CDS.1030423.1030656.rev"	"PATRIC"	"CDS"	1030423	1030656	234	"-"	"FIG01422154"	"PLF_286_00002799"	"PGF_00399628"		77		"hypothetical protein PA0941"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.994"			"PATRIC.287.6655.NC_002516.CDS.1030772.1031332.fwd"	"PATRIC"	"CDS"	1030772	1031332	561	"+"	"FIG00554610"	"PLF_286_00002616"	"PGF_10423881"		186		"Transcriptional regulator, MarR family"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.995"			"PATRIC.287.6655.NC_002516.CDS.1031386.1032102.rev"	"PATRIC"	"CDS"	1031386	1032102	717	"-"	"FIG00955358"	"PLF_286_00002740"	"PGF_03060895"		238		"Enzyme involved in the deoxyxylulose pathway of isoprenoid biosynthesis"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.996"			"PATRIC.287.6655.NC_002516.CDS.1032095.1032763.rev"	"PATRIC"	"CDS"	1032095	1032763	669	"-"	"FIG00000253"	"PLF_286_00000365"	"PGF_00033968"		222		"Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)"	"GO:0004644|phosphoribosylglycinamide formyltransferase activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.997"			"PATRIC.287.6655.NC_002516.CDS.1032763.1033824.rev"	"PATRIC"	"CDS"	1032763	1033824	1062	"-"	"FIG00000222"	"PLF_286_00000454"	"PGF_00033954"		353		"Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)"	"GO:0004641|phosphoribosylformylglycinamidine cyclo-ligase activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.94"			"PATRIC.287.6655.NC_002516.CDS.103350.103838.fwd"	"PATRIC"	"CDS"	103350	103838	489	"+"	"FIG00005398"	"PLF_286_00001623"	"PGF_01920524"		162		"T6SS component Hcp"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.998"			"PATRIC.287.6655.NC_002516.CDS.1033810.1033974.fwd"	"PATRIC"	"CDS"	1033810	1033974	165	"+"	"FIG00956575"	"PLF_286_00005309"	"PGF_00874711"		54		"FIG00956581: hypothetical protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.999"			"PATRIC.287.6655.NC_002516.CDS.1034038.1035075.fwd"	"PATRIC"	"CDS"	1034038	1035075	1038	"+"	"FIG00954477"	"PLF_286_00003088"	"PGF_08225224"		345		"hypothetical protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1000"			"PATRIC.287.6655.NC_002516.CDS.1035277.1035981.fwd"	"PATRIC"	"CDS"	1035277	1035981	705	"+"	"FIG00000441"	"PLF_286_00000783"	"PGF_04275878"		234		"DnaA inactivator Hda (shorter homolog of DnaA)"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1001"			"PATRIC.287.6655.NC_002516.CDS.1036158.1036577.rev"	"PATRIC"	"CDS"	1036158	1036577	420	"-"	"FIG00958720"	"PLF_286_00002655"	"PGF_00611997"		139		"hypothetical protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1002"			"PATRIC.287.6655.NC_002516.CDS.1036579.1037175.rev"	"PATRIC"	"CDS"	1036579	1037175	597	"-"	"FIG01182379"	"PLF_286_00002688"	"PGF_07420105"		198		"Flavoprotein WrbA"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1003"			"PATRIC.287.6655.NC_002516.CDS.1037172.1037525.rev"	"PATRIC"	"CDS"	1037172	1037525	354	"-"	"FIG00000770"	"PLF_286_00101521"	"PGF_09375481"		117		"Uncharacterized protein YfgD, not an arsenate reductase"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1004"			"PATRIC.287.6655.NC_002516.CDS.1037650.1038885.fwd"	"PATRIC"	"CDS"	1037650	1038885	1236	"+"	"FIG00433048"	"PLF_286_00002636"	"PGF_05930156"		411		"Inner membrane protein YihY, formerly thought to be RNase BN"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1005"			"PATRIC.287.6655.NC_002516.CDS.1039044.1039229.fwd"	"PATRIC"	"CDS"	1039044	1039229	186	"+"	"FIG00956552"	"PLF_286_00004616"	"PGF_02993379"		61		"FIG00956556: hypothetical protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1006"			"PATRIC.287.6655.NC_002516.CDS.1039240.1039623.rev"	"PATRIC"	"CDS"	1039240	1039623	384	"-"	"FIG00956245"	"PLF_286_00003938"	"PGF_08225224"		127		"hypothetical protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1007"			"PATRIC.287.6655.NC_002516.CDS.1039968.1040432.fwd"	"PATRIC"	"CDS"	1039968	1040432	465	"+"	"FIG00958071"	"PLF_286_00003247"	"PGF_02898717"		154		"Putative thioredoxin"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1008"			"PATRIC.287.6655.NC_002516.CDS.1040432.1040707.fwd"	"PATRIC"	"CDS"	1040432	1040707	276	"+"	"FIG00614545"	"PLF_286_00214492"	"PGF_10367439"		91		"Acylphosphate phosphohydrolase (EC 3.6.1.7)"	"GO:0003998|acylphosphatase activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.95"			"PATRIC.287.6655.NC_002516.CDS.104066.104851.fwd"	"PATRIC"	"CDS"	104066	104851	786	"+"	"FIG00009152"	"PLF_286_00004899"	"PGF_00038194"		261		"T6SS associated component TagJ (ImpE)"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1009"			"PATRIC.287.6655.NC_002516.CDS.1040724.1041680.rev"	"PATRIC"	"CDS"	1040724	1041680	957	"-"	"FIG00947911"	"PLF_286_00003098"	"PGF_01762047"		318		"putative lipoprotein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1010"			"PATRIC.287.6655.NC_002516.CDS.1041689.1043404.rev"	"PATRIC"	"CDS"	1041689	1043404	1716	"-"	"FIG01303751"	"PLF_286_00000422"	"PGF_00037588"		571		"Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type"	"GO:0004827|proline-tRNA ligase activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.8"			"PATRIC.287.6655.NC_002516.CDS.10434.12491.rev"	"PATRIC"	"CDS"	10434	12491	2058	"-"	"FIG00000448"	"PLF_286_00000192"	"PGF_00009969"		685		"Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)"	"GO:0004820|glycine-tRNA ligase activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1011"			"PATRIC.287.6655.NC_002516.CDS.1043512.1043919.fwd"	"PATRIC"	"CDS"	1043512	1043919	408	"+"	"FIG00959090"	"PLF_286_00002622"	"PGF_08225224"		135		"hypothetical protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1012"			"PATRIC.287.6655.NC_002516.CDS.1043983.1045314.rev"	"PATRIC"	"CDS"	1043983	1045314	1332	"-"	"FIG00139292"	"PLF_286_00001518"	"PGF_02946503"		443		"Outer membrane low permeability porin, OprD family => OccD1/OprD basic amino acids, carbapenem uptake"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1013"			"PATRIC.287.6655.NC_002516.CDS.1046033.1046461.fwd"	"PATRIC"	"CDS"	1046033	1046461	429	"+"	"FIG00537186"	"PLF_286_00003450"	"PGF_10322199"		142		"Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1014"			"PATRIC.287.6655.NC_002516.CDS.1046462.1046671.fwd"	"PATRIC"	"CDS"	1046462	1046671	210	"+"	"FIG00953886"	"PLF_286_00004749"	"PGF_00038637"		69		"Protein SlyX"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1015"			"PATRIC.287.6655.NC_002516.CDS.1046720.1047334.rev"	"PATRIC"	"CDS"	1046720	1047334	615	"-"	"FIG00001928"	"PLF_286_00095447"	"PGF_02049468"		204		"Cold shock protein of CSP family"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1016"			"PATRIC.287.6655.NC_002516.CDS.1047549.1048019.rev"	"PATRIC"	"CDS"	1047549	1048019	471	"-"	"FIG00109595"	"PLF_286_00001091"	"PGF_00808195"		156		"DNA protection during starvation protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1017"			"PATRIC.287.6655.NC_002516.CDS.1048459.1050234.fwd"	"PATRIC"	"CDS"	1048459	1050234	1776	"+"	"FIG00000656"	"PLF_286_00000289"	"PGF_00982259"		591		"Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)"	"GO:0004815|aspartate-tRNA ligase activity;GO:0050560|aspartate-tRNA(Asn) ligase activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.96"			"PATRIC.287.6655.NC_002516.CDS.104853.105362.fwd"	"PATRIC"	"CDS"	104853	105362	510	"+"	"FIG00001963"	"PLF_286_00001682"	"PGF_12699085"		169		"T6SS lysozyme-like component TssE"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1018"			"PATRIC.287.6655.NC_002516.CDS.1050301.1051047.fwd"	"PATRIC"	"CDS"	1050301	1051047	747	"+"	"FIG01303887"	"PLF_286_00000492"	"PGF_05767868"		248		"Probable transcriptional regulatory protein YebC"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1019"			"PATRIC.287.6655.NC_002516.CDS.1051132.1051656.fwd"	"PATRIC"	"CDS"	1051132	1051656	525	"+"	"FIG00095112"	"PLF_286_00001095"	"PGF_00419702"		174		"Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)"	"GO:0008821|crossover junction endodeoxyribonuclease activity"
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1020"			"PATRIC.287.6655.NC_002516.CDS.1051673.1052278.fwd"	"PATRIC"	"CDS"	1051673	1052278	606	"+"	"FIG00000314"	"PLF_286_00000792"	"PGF_03189552"		201		"Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1021"			"PATRIC.287.6655.NC_002516.CDS.1052289.1053347.fwd"	"PATRIC"	"CDS"	1052289	1053347	1059	"+"	"FIG00000352"	"PLF_286_00000526"	"PGF_05049118"		352		"Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1022"			"PATRIC.287.6655.NC_002516.CDS.1053400.1053846.fwd"	"PATRIC"	"CDS"	1053400	1053846	447	"+"	"FIG00002515"	"PLF_286_00000766"	"PGF_00057032"		148		"Tol-Pal system-associated acyl-CoA thioesterase"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.97"			"PATRIC.287.6655.NC_002516.CDS.105359.107218.fwd"	"PATRIC"	"CDS"	105359	107218	1860	"+"	"FIG00052183"	"PLF_286_00001612"	"PGF_01929932"		619		"T6SS component TssF (ImpG/VasA)"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1023"			"PATRIC.287.6655.NC_002516.CDS.1053848.1054543.fwd"	"PATRIC"	"CDS"	1053848	1054543	696	"+"	"FIG00002161"	"PLF_286_00000045"	"PGF_00648054"		231		"Tol-Pal system protein TolQ"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1024"			"PATRIC.287.6655.NC_002516.CDS.1054566.1055006.fwd"	"PATRIC"	"CDS"	1054566	1055006	441	"+"	"FIG00039983"	"PLF_286_00000048"	"PGF_00057016"		146		"Tol biopolymer transport system, TolR protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1025"			"PATRIC.287.6655.NC_002516.CDS.1055009.1056052.fwd"	"PATRIC"	"CDS"	1055009	1056052	1044	"+"	"FIG00001059"	"PLF_286_00002334"	"PGF_05346766"		347		"TolA protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1026"			"PATRIC.287.6655.NC_002516.CDS.1056049.1057347.fwd"	"PATRIC"	"CDS"	1056049	1057347	1299	"+"	"FIG00000654"	"PLF_286_00000906"	"PGF_10535181"		432		"Tol-Pal system beta propeller repeat protein TolB"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1027"			"PATRIC.287.6655.NC_002516.CDS.1057400.1057906.fwd"	"PATRIC"	"CDS"	1057400	1057906	507	"+"	"FIG00552544"	"PLF_286_00000907"	"PGF_00057028"		168		"Tol-Pal system peptidoglycan-associated lipoprotein PAL"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1028"			"PATRIC.287.6655.NC_002516.CDS.1057916.1058740.fwd"	"PATRIC"	"CDS"	1057916	1058740	825	"+"	"FIG00120617"	"PLF_286_00000546"	"PGF_01066545"		274		"Cell division coordinator CpoB"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1029"			"PATRIC.287.6655.NC_002516.CDS.1058959.1059606.fwd"	"PATRIC"	"CDS"	1058959	1059606	648	"+"	"FIG00000490"	"PLF_286_00000840"	"PGF_02386833"		215		"7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1030"			"PATRIC.287.6655.NC_002516.CDS.1059622.1060296.fwd"	"PATRIC"	"CDS"	1059622	1060296	675	"+"	"FIG00000491"	"PLF_286_00001124"	"PGF_00625415"		224		"7-cyano-7-deazaguanine synthase (EC 6.3.4.20)"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1031"			"PATRIC.287.6655.NC_002516.CDS.1061207.1062034.rev"	"PATRIC"	"CDS"	1061207	1062034	828	"-"	"FIG01306568"	"PLF_286_00000009"	"PGF_00839140"		275		"Transposase InsO for insertion sequence element IS911"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1032"			"PATRIC.287.6655.NC_002516.CDS.1062061.1062369.rev"	"PATRIC"	"CDS"	1062061	1062369	309	"-"	"FIG01306568"	"PLF_286_00040276"	"PGF_00681362"		102		"Transposase InsN for insertion sequence element IS911"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1033"			"PATRIC.287.6655.NC_002516.CDS.1062921.1063544.fwd"	"PATRIC"	"CDS"	1062921	1063544	624	"+"	"FIG00454236"	"PLF_286_00085981"	"PGF_03101953"		207		"hypothetical protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1034"			"PATRIC.287.6655.NC_002516.CDS.1064340.1064558.fwd"	"PATRIC"	"CDS"	1064340	1064558	219	"+"		"PLF_286_00058482"	"PGF_02999419"		72		"FIG00960085: hypothetical protein"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1035"			"PATRIC.287.6655.NC_002516.CDS.1064555.1065103.rev"	"PATRIC"	"CDS"	1064555	1065103	549	"-"	"FIG00442599"	"PLF_286_00005362"	"PGF_00038782"		182		"Protein-disulfide isomerase"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1036"			"PATRIC.287.6655.NC_002516.CDS.1065138.1065425.fwd"	"PATRIC"	"CDS"	1065138	1065425	288	"+"	"FIG01306568"	"PLF_286_00014368"	"PGF_12786288"		95		"ISxac3 transposase"	
"Pseudomonas aeruginosa PAO1"	"287.6655"	"NC_002516"	"fig|287.6655.peg.1037"			"PATRIC.287.6655.NC_002516.CDS.1066321.1067817.rev"	"PATRIC"	"CDS"	1066321	1067817	1497	"-"		"PLF_286_00008012"	"PGF_10378372"		498		"colicin/pyosin nuclease family protein"	
