Genome	Genome ID	Accession	PATRIC ID	RefSeq Locus Tag	Alt Locus Tag	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	FIGfam ID	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	Protein ID	AA Length	Gene Symbol	Product	GO
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.975"			"PATRIC.287.6646.287.6646.con.0001.CDS.1020095.1020322.fwd"	"PATRIC"	"CDS"	1020095	1020322	228	"+"	"FIG00954670"	"PLF_286_00005354"	"PGF_00213871"		75		"FIG00954671: hypothetical protein"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.976"			"PATRIC.287.6646.287.6646.con.0001.CDS.1020294.1020758.fwd"	"PATRIC"	"CDS"	1020294	1020758	465	"+"	"FIG00000382"	"PLF_286_00000977"	"PGF_00048643"		154		"Ribonucleotide reductase transcriptional regulator NrdR"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.977"			"PATRIC.287.6646.287.6646.con.0001.CDS.1020755.1021876.fwd"	"PATRIC"	"CDS"	1020755	1021876	1122	"+"	"FIG00000384"	"PLF_286_00000312"	"PGF_00423089"		373		"Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)"	"GO:0008835|diaminohydroxyphosphoribosylaminopyrimidine deaminase activity;GO:0008703|5-amino-6-(5-phosphoribosylamino)uracil reductase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.978"			"PATRIC.287.6646.287.6646.con.0001.CDS.1022304.1022963.fwd"	"PATRIC"	"CDS"	1022304	1022963	660	"+"	"FIG00000273"	"PLF_286_00000843"	"PGF_03751076"		219		"Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)"	"GO:0004746|riboflavin synthase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.979"			"PATRIC.287.6646.287.6646.con.0001.CDS.1022990.1024087.fwd"	"PATRIC"	"CDS"	1022990	1024087	1098	"+"	"FIG00000378"	"PLF_286_00000513"	"PGF_00416674"		365		"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)"	"GO:0008686|3,4-dihydroxy-2-butanone-4-phosphate synthase activity;GO:0003935|GTP cyclohydrolase II activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.980"			"PATRIC.287.6646.287.6646.con.0001.CDS.1024205.1024681.fwd"	"PATRIC"	"CDS"	1024205	1024681	477	"+"	"FIG00000231"	"PLF_286_00000883"	"PGF_00426932"		158		"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.981"			"PATRIC.287.6646.287.6646.con.0001.CDS.1024678.1025157.fwd"	"PATRIC"	"CDS"	1024678	1025157	480	"+"	"FIG00016836"	"PLF_286_00151160"	"PGF_10450086"		159		"Transcription termination protein NusB"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.982"			"PATRIC.287.6646.287.6646.con.0001.CDS.1025176.1026144.fwd"	"PATRIC"	"CDS"	1025176	1026144	969	"+"	"FIG00000570"	"PLF_286_00051807"	"PGF_02191019"		322		"Thiamine-monophosphate kinase (EC 2.7.4.16)"	"GO:0009030|thiamine-phosphate kinase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.983"			"PATRIC.287.6646.287.6646.con.0001.CDS.1026137.1026652.fwd"	"PATRIC"	"CDS"	1026137	1026652	516	"+"	"FIG00000982"	"PLF_286_00001444"	"PGF_06458877"		171		"Phosphatidylglycerophosphatase A (EC 3.1.3.27)"	"GO:0008962|phosphatidylglycerophosphatase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.96"			"PATRIC.287.6646.287.6646.con.0001.CDS.102614.103102.fwd"	"PATRIC"	"CDS"	102614	103102	489	"+"	"FIG00005398"	"PLF_286_00001623"	"PGF_01920524"		162		"T6SS component Hcp"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.984"			"PATRIC.287.6646.287.6646.con.0001.CDS.1026661.1027407.fwd"	"PATRIC"	"CDS"	1026661	1027407	747	"+"	"FIG01221170"	"PLF_286_00004153"	"PGF_00007703"		248		"ABC-type amino acid transport/signal transduction system, periplasmic component/domain"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.985"			"PATRIC.287.6646.287.6646.con.0001.CDS.1027410.1028054.fwd"	"PATRIC"	"CDS"	1027410	1028054	645	"+"	"FIG00450284"	"PLF_286_00002108"	"PGF_03079467"		214		"Aspartyl protease"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.986"			"PATRIC.287.6646.287.6646.con.0001.CDS.1028185.1028802.fwd"	"PATRIC"	"CDS"	1028185	1028802	618	"+"	"FIG00000969"	"PLF_286_00000698"	"PGF_07071261"		205		"GTP cyclohydrolase II (EC 3.5.4.25)"	"GO:0003935|GTP cyclohydrolase II activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.987"			"PATRIC.287.6646.287.6646.con.0001.CDS.1028799.1029218.fwd"	"PATRIC"	"CDS"	1028799	1029218	420	"+"	"FIG00613966"	"PLF_286_00004034"	"PGF_00126039"		139		"Uncharacterized MFS-type transporter"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.988"			"PATRIC.287.6646.287.6646.con.0001.CDS.1029218.1030015.fwd"	"PATRIC"	"CDS"	1029218	1030015	798	"+"	"FIG00016684"	"PLF_286_00002794"	"PGF_03799122"		265		"Vitamin B12 ABC transporter, substrate-binding protein BtuF"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.989"			"PATRIC.287.6646.287.6646.con.0001.CDS.1030140.1032023.rev"	"PATRIC"	"CDS"	1030140	1032023	1884	"-"	"FIG00000343"	"PLF_286_00000151"	"PGF_00426115"		627		"1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)"	"GO:0008661|1-deoxy-D-xylulose-5-phosphate synthase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.97"			"PATRIC.287.6646.287.6646.con.0001.CDS.103118.103285.rev"	"PATRIC"	"CDS"	103118	103285	168	"-"		"PLF_286_00127632"	"PGF_08225224"		55		"hypothetical protein"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.990"			"PATRIC.287.6646.287.6646.con.0001.CDS.1032132.1033019.rev"	"PATRIC"	"CDS"	1032132	1033019	888	"-"	"FIG01306569"	"PLF_286_00040392"	"PGF_06784545"		295		"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"	"GO:0004337|geranyltranstransferase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.991"			"PATRIC.287.6646.287.6646.con.0001.CDS.1033016.1033258.rev"	"PATRIC"	"CDS"	1033016	1033258	243	"-"	"FIG00000435"	"PLF_286_00005882"	"PGF_05076104"		80		"Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)"	"GO:0008855|exodeoxyribonuclease VII activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.98"			"PATRIC.287.6646.287.6646.con.0001.CDS.103330.104115.fwd"	"PATRIC"	"CDS"	103330	104115	786	"+"	"FIG00009152"	"PLF_286_00004899"	"PGF_00038194"		261		"T6SS associated component TagJ (ImpE)"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.992"			"PATRIC.287.6646.287.6646.con.0001.CDS.1033416.1034585.fwd"	"PATRIC"	"CDS"	1033416	1034585	1170	"+"	"FIG01382484"	"PLF_286_00003462"	"PGF_00016008"		389		"L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.993"			"PATRIC.287.6646.287.6646.con.0001.CDS.1034817.1035824.rev"	"PATRIC"	"CDS"	1034817	1035824	1008	"-"	"FIG00961805"	"PLF_286_00003666"	"PGF_08225224"		335		"hypothetical protein"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.994"			"PATRIC.287.6646.287.6646.con.0001.CDS.1035826.1037628.rev"	"PATRIC"	"CDS"	1035826	1037628	1803	"-"	"FIG00007843"	"PLF_286_00002908"	"PGF_08107843"		600		"Gliding motility-associated ABC transporter substrate-binding protein GldG"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.995"			"PATRIC.287.6646.287.6646.con.0001.CDS.1037638.1038372.rev"	"PATRIC"	"CDS"	1037638	1038372	735	"-"	"FIG00004542"	"PLF_286_00004591"	"PGF_06759389"		244		"Gliding motility-associated ABC transporter permease protein GldF"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.996"			"PATRIC.287.6646.287.6646.con.0001.CDS.1038369.1039295.rev"	"PATRIC"	"CDS"	1038369	1039295	927	"-"	"FIG00001005"	"PLF_286_00004416"	"PGF_02759160"		308		"Gliding motility-associated ABC transporter ATP-binding protein GldA"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.997"			"PATRIC.287.6646.287.6646.con.0001.CDS.1039700.1042000.rev"	"PATRIC"	"CDS"	1039700	1042000	2301	"-"	"FIG01225284"	"PLF_286_00002118"	"PGF_10504551"		766		"Two-component system sensor histidine kinase"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.99"			"PATRIC.287.6646.287.6646.con.0001.CDS.104117.104626.fwd"	"PATRIC"	"CDS"	104117	104626	510	"+"	"FIG00001963"	"PLF_286_00001682"	"PGF_12699085"		169		"T6SS lysozyme-like component TssE"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.998"			"PATRIC.287.6646.287.6646.con.0001.CDS.1042019.1043020.rev"	"PATRIC"	"CDS"	1042019	1043020	1002	"-"	"FIG01314307"	"PLF_286_00003171"	"PGF_00017755"		333		"LysM domain protein"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.8"			"PATRIC.287.6646.287.6646.con.0001.CDS.10424.12481.rev"	"PATRIC"	"CDS"	10424	12481	2058	"-"	"FIG00000448"	"PLF_286_00000192"	"PGF_00009969"		685		"Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)"	"GO:0004820|glycine-tRNA ligase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.999"			"PATRIC.287.6646.287.6646.con.0001.CDS.1043186.1043875.rev"	"PATRIC"	"CDS"	1043186	1043875	690	"-"	"FIG00008396"	"PLF_286_00007148"	"PGF_01427545"		229		"Aquaporin Z"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1000"			"PATRIC.287.6646.287.6646.con.0001.CDS.1044222.1044491.rev"	"PATRIC"	"CDS"	1044222	1044491	270	"-"	"FIG00962993"	"PLF_286_00004606"	"PGF_00359742"		89		"hypothetical protein"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1001"			"PATRIC.287.6646.287.6646.con.0001.CDS.1044686.1045402.fwd"	"PATRIC"	"CDS"	1044686	1045402	717	"+"	"FIG01956054"	"PLF_286_00001678"	"PGF_07420062"		238		"Two-component transcriptional response regulator, OmpR family"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1002"			"PATRIC.287.6646.287.6646.con.0001.CDS.1045494.1046021.rev"	"PATRIC"	"CDS"	1045494	1046021	528	"-"	"FIG00000429"	"PLF_286_00000079"	"PGF_01922063"		175		"Inorganic pyrophosphatase (EC 3.6.1.1)"	"GO:0004427|inorganic diphosphatase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1003"			"PATRIC.287.6646.287.6646.con.0001.CDS.1046101.1046931.rev"	"PATRIC"	"CDS"	1046101	1046931	831	"-"	"FIG00554427"	"PLF_286_00002639"	"PGF_00041669"		276		"Putative inner membrane protein"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.100"			"PATRIC.287.6646.287.6646.con.0001.CDS.104623.106482.fwd"	"PATRIC"	"CDS"	104623	106482	1860	"+"	"FIG00052183"	"PLF_286_00001612"	"PGF_01929932"		619		"T6SS component TssF (ImpG/VasA)"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1004"			"PATRIC.287.6646.287.6646.con.0001.CDS.1046934.1047599.rev"	"PATRIC"	"CDS"	1046934	1047599	666	"-"	"FIG00002761"	"PLF_286_00001205"	"PGF_08055739"		221		"DedA protein"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1005"			"PATRIC.287.6646.287.6646.con.0001.CDS.1048838.1049299.rev"	"PATRIC"	"CDS"	1048838	1049299	462	"-"	"FIG00959963"	"PLF_286_00005830"	"PGF_00283584"		153		"hypothetical protein"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1006"			"PATRIC.287.6646.287.6646.con.0001.CDS.1049269.1050162.rev"	"PATRIC"	"CDS"	1049269	1050162	894	"-"	"FIG00953094"	"PLF_286_00005492"	"PGF_08964051"		297		"ABC-type amino acid transport/signal transduction system, periplasmic component/domain"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1007"			"PATRIC.287.6646.287.6646.con.0001.CDS.1050212.1050673.rev"	"PATRIC"	"CDS"	1050212	1050673	462	"-"	"FIG00001650"	"PLF_286_00003720"	"PGF_00039861"		153		"Acetyltransferase"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1008"			"PATRIC.287.6646.287.6646.con.0001.CDS.1050836.1051657.rev"	"PATRIC"	"CDS"	1050836	1051657	822	"-"	"FIG00015941"	"PLF_286_00000349"	"PGF_00424869"		273		"Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)"	"GO:0008851|ethanolamine ammonia-lyase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1009"			"PATRIC.287.6646.287.6646.con.0001.CDS.1051668.1053062.rev"	"PATRIC"	"CDS"	1051668	1053062	1395	"-"	"FIG00003375"	"PLF_286_00000186"	"PGF_00424868"		464		"Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)"	"GO:0008851|ethanolamine ammonia-lyase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1010"			"PATRIC.287.6646.287.6646.con.0001.CDS.1053121.1054569.rev"	"PATRIC"	"CDS"	1053121	1054569	1449	"-"	"FIG00003466"	"PLF_286_00001542"	"PGF_04116999"		482		"Ethanolamine permease"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1011"			"PATRIC.287.6646.287.6646.con.0001.CDS.1054594.1054725.rev"	"PATRIC"	"CDS"	1054594	1054725	132	"-"	"FIG00638284"	"PLF_286_00011344"	"PGF_02948338"		43		"hypothetical protein"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1012"			"PATRIC.287.6646.287.6646.con.0001.CDS.1054779.1056299.rev"	"PATRIC"	"CDS"	1054779	1056299	1521	"-"	"FIG01292786"	"PLF_286_00000022"	"PGF_07597988"		506		"Aldehyde dehydrogenase (EC 1.2.1.3)"	"GO:0004029|aldehyde dehydrogenase (NAD) activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1013"			"PATRIC.287.6646.287.6646.con.0001.CDS.1056638.1058569.fwd"	"PATRIC"	"CDS"	1056638	1058569	1932	"+"	"FIG01304230"	"PLF_286_00033207"	"PGF_06587458"		643		"sigma-54-dependent transcriptional regulator"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1014"			"PATRIC.287.6646.287.6646.con.0001.CDS.1058727.1060082.fwd"	"PATRIC"	"CDS"	1058727	1060082	1356	"+"	"FIG00002492"	"PLF_286_00000199"	"PGF_00064004"		451		"UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)"	"GO:0008766|UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity;GO:0008766|ribosomal S6-glutamic acid ligase activity;GO:0008766|coenzyme F420-0 gamma-glutamyl ligase activity;GO:0008766|coenzyme F420-2 alpha-glutamyl ligase activity;GO:0008766|protein-glycine ligase activity;GO:0008766|protein-glycine ligase activity, initiating;GO:0008766|protein-glycine ligase activity, elongating;GO:0008766|tubulin-glycine ligase activity;GO:0008766|protein-glutamic acid ligase activity;GO:0008766|tubulin-glutamic acid ligase activity"
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1015"			"PATRIC.287.6646.287.6646.con.0001.CDS.1060091.1060720.fwd"	"PATRIC"	"CDS"	1060091	1060720	630	"+"	"FIG00000573"	"PLF_286_00001079"	"PGF_08473931"		209		"Flavin prenyltransferase UbiX"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1016"			"PATRIC.287.6646.287.6646.con.0001.CDS.1060722.1060997.fwd"	"PATRIC"	"CDS"	1060722	1060997	276	"+"	"FIG00947911"	"PLF_286_00002478"	"PGF_06919539"		91		"hypothetical protein"	
"Pseudomonas aeruginosa SPT18"	"287.6646"	"287.6646.con.0001"	"fig|287.6646.peg.1017"			"PATRIC.287.6646.287.6646.con.0001.CDS.1061017.1061658.rev"	"PATRIC"	"CDS"	1061017	1061658	642	"-"	"FIG00905558"	"PLF_286_00005143"	"PGF_03331199"		213		"Uncharacterized protein YraR"	
