Genome	Genome ID	Accession	PATRIC ID	RefSeq Locus Tag	Alt Locus Tag	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	FIGfam ID	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	Protein ID	AA Length	Gene Symbol	Product	GO
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.95"			"PATRIC.287.6645.287.6645.con.0001.CDS.101042.102538.fwd"	"PATRIC"	"CDS"	101042	102538	1497	"+"	"FIG00004734"	"PLF_286_00001618"	"PGF_04816404"		498		"T6SS component TssC (ImpC/VipB)"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.963"			"PATRIC.287.6645.287.6645.con.0001.CDS.1011261.1012145.fwd"	"PATRIC"	"CDS"	1011261	1012145	885	"+"	"FIG00000368"	"PLF_286_00001034"	"PGF_00571237"		294		"dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)"	"GO:0008831|dTDP-4-dehydrorhamnose reductase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.964"			"PATRIC.287.6645.287.6645.con.0001.CDS.1012138.1013067.fwd"	"PATRIC"	"CDS"	1012138	1013067	930	"+"	"FIG00022300"	"PLF_286_00005818"	"PGF_01033123"		309		"UDP-glucose 4-epimerase (EC 5.1.3.2)"	"GO:0003978|UDP-glucose 4-epimerase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.965"			"PATRIC.287.6645.287.6645.con.0001.CDS.1013068.1013424.rev"	"PATRIC"	"CDS"	1013068	1013424	357	"-"	"FIG00961522"	"PLF_286_00005237"	"PGF_00339345"		118		"hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.966"			"PATRIC.287.6645.287.6645.con.0001.CDS.1013508.1014206.rev"	"PATRIC"	"CDS"	1013508	1014206	699	"-"	"FIG00905622"	"PLF_286_00003237"	"PGF_00027212"		232		"Outer membrane protein W precursor"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.967"			"PATRIC.287.6645.287.6645.con.0001.CDS.1014354.1014872.rev"	"PATRIC"	"CDS"	1014354	1014872	519	"-"	"FIG00955286"	"PLF_286_00045461"	"PGF_01167573"		172		"FIG003461: hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.968"			"PATRIC.287.6645.287.6645.con.0001.CDS.1014890.1016155.rev"	"PATRIC"	"CDS"	1014890	1016155	1266	"-"	"FIG00918569"	"PLF_286_00000684"	"PGF_01889881"		421		"ABC-type antimicrobial peptide transport system, permease component"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.969"			"PATRIC.287.6645.287.6645.con.0001.CDS.1016158.1016862.rev"	"PATRIC"	"CDS"	1016158	1016862	705	"-"	"FIG01320985"	"PLF_286_00112228"	"PGF_10347576"		234		"ABC-type antimicrobial peptide transport system, ATPase component"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.970"			"PATRIC.287.6645.287.6645.con.0001.CDS.1016951.1017523.rev"	"PATRIC"	"CDS"	1016951	1017523	573	"-"	"FIG01426947"	"PLF_286_00361327"	"PGF_00036531"		190		"Predicted zinc-binding protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.971"			"PATRIC.287.6645.287.6645.con.0001.CDS.1017656.1018012.fwd"	"PATRIC"	"CDS"	1017656	1018012	357	"+"	"FIG00954754"	"PLF_286_00003754"	"PGF_08225224"		118		"hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.972"			"PATRIC.287.6645.287.6645.con.0001.CDS.1018037.1018906.rev"	"PATRIC"	"CDS"	1018037	1018906	870	"-"		"PLF_286_00000746"	"PGF_03863088"		289		"FIG000875: Thioredoxin domain-containing protein EC-YbbN"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.973"			"PATRIC.287.6645.287.6645.con.0001.CDS.1018978.1019640.rev"	"PATRIC"	"CDS"	1018978	1019640	663	"-"	"FIG01349516"	"PLF_286_00051908"	"PGF_08225224"		220		"hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.974"			"PATRIC.287.6645.287.6645.con.0001.CDS.1019637.1020095.rev"	"PATRIC"	"CDS"	1019637	1020095	459	"-"	"FIG00947911"	"PLF_286_00003851"	"PGF_00407946"		152		"putative lipoprotein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.975"			"PATRIC.287.6645.287.6645.con.0001.CDS.1020094.1020321.fwd"	"PATRIC"	"CDS"	1020094	1020321	228	"+"	"FIG00954670"	"PLF_286_00005354"	"PGF_00213871"		75		"FIG00954671: hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.976"			"PATRIC.287.6645.287.6645.con.0001.CDS.1020293.1020757.fwd"	"PATRIC"	"CDS"	1020293	1020757	465	"+"	"FIG00000382"	"PLF_286_00000977"	"PGF_00048643"		154		"Ribonucleotide reductase transcriptional regulator NrdR"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.977"			"PATRIC.287.6645.287.6645.con.0001.CDS.1020754.1021875.fwd"	"PATRIC"	"CDS"	1020754	1021875	1122	"+"	"FIG00000384"	"PLF_286_00000312"	"PGF_00423089"		373		"Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)"	"GO:0008835|diaminohydroxyphosphoribosylaminopyrimidine deaminase activity;GO:0008703|5-amino-6-(5-phosphoribosylamino)uracil reductase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.978"			"PATRIC.287.6645.287.6645.con.0001.CDS.1022303.1022962.fwd"	"PATRIC"	"CDS"	1022303	1022962	660	"+"	"FIG00000273"	"PLF_286_00000843"	"PGF_03751076"		219		"Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)"	"GO:0004746|riboflavin synthase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.979"			"PATRIC.287.6645.287.6645.con.0001.CDS.1022989.1024086.fwd"	"PATRIC"	"CDS"	1022989	1024086	1098	"+"	"FIG00000378"	"PLF_286_00000513"	"PGF_00416674"		365		"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)"	"GO:0008686|3,4-dihydroxy-2-butanone-4-phosphate synthase activity;GO:0003935|GTP cyclohydrolase II activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.980"			"PATRIC.287.6645.287.6645.con.0001.CDS.1024204.1024680.fwd"	"PATRIC"	"CDS"	1024204	1024680	477	"+"	"FIG00000231"	"PLF_286_00000883"	"PGF_00426932"		158		"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.981"			"PATRIC.287.6645.287.6645.con.0001.CDS.1024677.1025156.fwd"	"PATRIC"	"CDS"	1024677	1025156	480	"+"	"FIG00016836"	"PLF_286_00151160"	"PGF_10450086"		159		"Transcription termination protein NusB"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.982"			"PATRIC.287.6645.287.6645.con.0001.CDS.1025175.1026143.fwd"	"PATRIC"	"CDS"	1025175	1026143	969	"+"	"FIG00000570"	"PLF_286_00051807"	"PGF_02191019"		322		"Thiamine-monophosphate kinase (EC 2.7.4.16)"	"GO:0009030|thiamine-phosphate kinase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.983"			"PATRIC.287.6645.287.6645.con.0001.CDS.1026136.1026651.fwd"	"PATRIC"	"CDS"	1026136	1026651	516	"+"	"FIG00000982"	"PLF_286_00001444"	"PGF_06458877"		171		"Phosphatidylglycerophosphatase A (EC 3.1.3.27)"	"GO:0008962|phosphatidylglycerophosphatase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.96"			"PATRIC.287.6645.287.6645.con.0001.CDS.102614.103102.fwd"	"PATRIC"	"CDS"	102614	103102	489	"+"	"FIG00005398"	"PLF_286_00001623"	"PGF_01920524"		162		"T6SS component Hcp"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.984"			"PATRIC.287.6645.287.6645.con.0001.CDS.1026660.1027406.fwd"	"PATRIC"	"CDS"	1026660	1027406	747	"+"	"FIG01221170"	"PLF_286_00004153"	"PGF_00007703"		248		"ABC-type amino acid transport/signal transduction system, periplasmic component/domain"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.985"			"PATRIC.287.6645.287.6645.con.0001.CDS.1027409.1028053.fwd"	"PATRIC"	"CDS"	1027409	1028053	645	"+"	"FIG00450284"	"PLF_286_00002108"	"PGF_03079467"		214		"Aspartyl protease"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.986"			"PATRIC.287.6645.287.6645.con.0001.CDS.1028184.1028801.fwd"	"PATRIC"	"CDS"	1028184	1028801	618	"+"	"FIG00000969"	"PLF_286_00000698"	"PGF_07071261"		205		"GTP cyclohydrolase II (EC 3.5.4.25)"	"GO:0003935|GTP cyclohydrolase II activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.987"			"PATRIC.287.6645.287.6645.con.0001.CDS.1028798.1029217.fwd"	"PATRIC"	"CDS"	1028798	1029217	420	"+"	"FIG00613966"	"PLF_286_00004034"	"PGF_00126039"		139		"Uncharacterized MFS-type transporter"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.988"			"PATRIC.287.6645.287.6645.con.0001.CDS.1029217.1030014.fwd"	"PATRIC"	"CDS"	1029217	1030014	798	"+"	"FIG00016684"	"PLF_286_00002794"	"PGF_03799122"		265		"Vitamin B12 ABC transporter, substrate-binding protein BtuF"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.989"			"PATRIC.287.6645.287.6645.con.0001.CDS.1030139.1032022.rev"	"PATRIC"	"CDS"	1030139	1032022	1884	"-"	"FIG00000343"	"PLF_286_00000151"	"PGF_00426115"		627		"1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)"	"GO:0008661|1-deoxy-D-xylulose-5-phosphate synthase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.97"			"PATRIC.287.6645.287.6645.con.0001.CDS.103118.103285.rev"	"PATRIC"	"CDS"	103118	103285	168	"-"		"PLF_286_00127632"	"PGF_08225224"		55		"hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.990"			"PATRIC.287.6645.287.6645.con.0001.CDS.1032131.1033018.rev"	"PATRIC"	"CDS"	1032131	1033018	888	"-"	"FIG01306569"	"PLF_286_00040392"	"PGF_06784545"		295		"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"	"GO:0004337|geranyltranstransferase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.991"			"PATRIC.287.6645.287.6645.con.0001.CDS.1033015.1033257.rev"	"PATRIC"	"CDS"	1033015	1033257	243	"-"	"FIG00000435"	"PLF_286_00005882"	"PGF_05076104"		80		"Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)"	"GO:0008855|exodeoxyribonuclease VII activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.98"			"PATRIC.287.6645.287.6645.con.0001.CDS.103330.104115.fwd"	"PATRIC"	"CDS"	103330	104115	786	"+"	"FIG00009152"	"PLF_286_00004899"	"PGF_00038194"		261		"T6SS associated component TagJ (ImpE)"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.992"			"PATRIC.287.6645.287.6645.con.0001.CDS.1033415.1034584.fwd"	"PATRIC"	"CDS"	1033415	1034584	1170	"+"	"FIG01382484"	"PLF_286_00003462"	"PGF_00016008"		389		"L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.993"			"PATRIC.287.6645.287.6645.con.0001.CDS.1034816.1035823.rev"	"PATRIC"	"CDS"	1034816	1035823	1008	"-"	"FIG00961805"	"PLF_286_00003666"	"PGF_08225224"		335		"hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.994"			"PATRIC.287.6645.287.6645.con.0001.CDS.1035825.1037627.rev"	"PATRIC"	"CDS"	1035825	1037627	1803	"-"	"FIG00007843"	"PLF_286_00002908"	"PGF_08107843"		600		"Gliding motility-associated ABC transporter substrate-binding protein GldG"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.995"			"PATRIC.287.6645.287.6645.con.0001.CDS.1037637.1038371.rev"	"PATRIC"	"CDS"	1037637	1038371	735	"-"	"FIG00004542"	"PLF_286_00004591"	"PGF_06759389"		244		"Gliding motility-associated ABC transporter permease protein GldF"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.996"			"PATRIC.287.6645.287.6645.con.0001.CDS.1038368.1039294.rev"	"PATRIC"	"CDS"	1038368	1039294	927	"-"	"FIG00001005"	"PLF_286_00004416"	"PGF_02759160"		308		"Gliding motility-associated ABC transporter ATP-binding protein GldA"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.997"			"PATRIC.287.6645.287.6645.con.0001.CDS.1039699.1041999.rev"	"PATRIC"	"CDS"	1039699	1041999	2301	"-"	"FIG01225284"	"PLF_286_00002118"	"PGF_10504551"		766		"Two-component system sensor histidine kinase"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.99"			"PATRIC.287.6645.287.6645.con.0001.CDS.104117.104626.fwd"	"PATRIC"	"CDS"	104117	104626	510	"+"	"FIG00001963"	"PLF_286_00001682"	"PGF_12699085"		169		"T6SS lysozyme-like component TssE"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.998"			"PATRIC.287.6645.287.6645.con.0001.CDS.1042018.1043019.rev"	"PATRIC"	"CDS"	1042018	1043019	1002	"-"	"FIG01314307"	"PLF_286_00003171"	"PGF_00017755"		333		"LysM domain protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.8"			"PATRIC.287.6645.287.6645.con.0001.CDS.10424.12481.rev"	"PATRIC"	"CDS"	10424	12481	2058	"-"	"FIG00000448"	"PLF_286_00000192"	"PGF_00009969"		685		"Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)"	"GO:0004820|glycine-tRNA ligase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.999"			"PATRIC.287.6645.287.6645.con.0001.CDS.1043185.1043874.rev"	"PATRIC"	"CDS"	1043185	1043874	690	"-"	"FIG00008396"	"PLF_286_00007148"	"PGF_01427545"		229		"Aquaporin Z"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1000"			"PATRIC.287.6645.287.6645.con.0001.CDS.1044221.1044490.rev"	"PATRIC"	"CDS"	1044221	1044490	270	"-"	"FIG00962993"	"PLF_286_00004606"	"PGF_00359742"		89		"hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1001"			"PATRIC.287.6645.287.6645.con.0001.CDS.1044685.1045401.fwd"	"PATRIC"	"CDS"	1044685	1045401	717	"+"	"FIG01956054"	"PLF_286_00001678"	"PGF_07420062"		238		"Two-component transcriptional response regulator, OmpR family"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1002"			"PATRIC.287.6645.287.6645.con.0001.CDS.1045493.1046020.rev"	"PATRIC"	"CDS"	1045493	1046020	528	"-"	"FIG00000429"	"PLF_286_00000079"	"PGF_01922063"		175		"Inorganic pyrophosphatase (EC 3.6.1.1)"	"GO:0004427|inorganic diphosphatase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1003"			"PATRIC.287.6645.287.6645.con.0001.CDS.1046100.1046930.rev"	"PATRIC"	"CDS"	1046100	1046930	831	"-"	"FIG00554427"	"PLF_286_00002639"	"PGF_00041669"		276		"Putative inner membrane protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.100"			"PATRIC.287.6645.287.6645.con.0001.CDS.104623.106482.fwd"	"PATRIC"	"CDS"	104623	106482	1860	"+"	"FIG00052183"	"PLF_286_00001612"	"PGF_01929932"		619		"T6SS component TssF (ImpG/VasA)"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1004"			"PATRIC.287.6645.287.6645.con.0001.CDS.1046933.1047598.rev"	"PATRIC"	"CDS"	1046933	1047598	666	"-"	"FIG00002761"	"PLF_286_00001205"	"PGF_08055739"		221		"DedA protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1005"			"PATRIC.287.6645.287.6645.con.0001.CDS.1048837.1049298.rev"	"PATRIC"	"CDS"	1048837	1049298	462	"-"	"FIG00959963"	"PLF_286_00005830"	"PGF_00283584"		153		"hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1006"			"PATRIC.287.6645.287.6645.con.0001.CDS.1049268.1050161.rev"	"PATRIC"	"CDS"	1049268	1050161	894	"-"	"FIG00953094"	"PLF_286_00005492"	"PGF_08964051"		297		"ABC-type amino acid transport/signal transduction system, periplasmic component/domain"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1007"			"PATRIC.287.6645.287.6645.con.0001.CDS.1050211.1050672.rev"	"PATRIC"	"CDS"	1050211	1050672	462	"-"	"FIG00001650"	"PLF_286_00003720"	"PGF_00039861"		153		"Acetyltransferase"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1008"			"PATRIC.287.6645.287.6645.con.0001.CDS.1050835.1051656.rev"	"PATRIC"	"CDS"	1050835	1051656	822	"-"	"FIG00015941"	"PLF_286_00000349"	"PGF_00424869"		273		"Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)"	"GO:0008851|ethanolamine ammonia-lyase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1009"			"PATRIC.287.6645.287.6645.con.0001.CDS.1051667.1053061.rev"	"PATRIC"	"CDS"	1051667	1053061	1395	"-"	"FIG00003375"	"PLF_286_00000186"	"PGF_00424868"		464		"Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)"	"GO:0008851|ethanolamine ammonia-lyase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1010"			"PATRIC.287.6645.287.6645.con.0001.CDS.1053120.1054568.rev"	"PATRIC"	"CDS"	1053120	1054568	1449	"-"	"FIG00003466"	"PLF_286_00001542"	"PGF_04116999"		482		"Ethanolamine permease"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1011"			"PATRIC.287.6645.287.6645.con.0001.CDS.1054593.1054724.rev"	"PATRIC"	"CDS"	1054593	1054724	132	"-"	"FIG00638284"	"PLF_286_00011344"	"PGF_02948338"		43		"hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1012"			"PATRIC.287.6645.287.6645.con.0001.CDS.1054778.1056298.rev"	"PATRIC"	"CDS"	1054778	1056298	1521	"-"	"FIG01292786"	"PLF_286_00000022"	"PGF_07597988"		506		"Aldehyde dehydrogenase (EC 1.2.1.3)"	"GO:0004029|aldehyde dehydrogenase (NAD) activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1013"			"PATRIC.287.6645.287.6645.con.0001.CDS.1056637.1058568.fwd"	"PATRIC"	"CDS"	1056637	1058568	1932	"+"	"FIG01304230"	"PLF_286_00033207"	"PGF_06587458"		643		"sigma-54-dependent transcriptional regulator"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1014"			"PATRIC.287.6645.287.6645.con.0001.CDS.1058726.1060081.fwd"	"PATRIC"	"CDS"	1058726	1060081	1356	"+"	"FIG00002492"	"PLF_286_00000199"	"PGF_00064004"		451		"UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)"	"GO:0008766|UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity;GO:0008766|ribosomal S6-glutamic acid ligase activity;GO:0008766|coenzyme F420-0 gamma-glutamyl ligase activity;GO:0008766|coenzyme F420-2 alpha-glutamyl ligase activity;GO:0008766|protein-glycine ligase activity;GO:0008766|protein-glycine ligase activity, initiating;GO:0008766|protein-glycine ligase activity, elongating;GO:0008766|tubulin-glycine ligase activity;GO:0008766|protein-glutamic acid ligase activity;GO:0008766|tubulin-glutamic acid ligase activity"
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1015"			"PATRIC.287.6645.287.6645.con.0001.CDS.1060090.1060719.fwd"	"PATRIC"	"CDS"	1060090	1060719	630	"+"	"FIG00000573"	"PLF_286_00001079"	"PGF_08473931"		209		"Flavin prenyltransferase UbiX"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1016"			"PATRIC.287.6645.287.6645.con.0001.CDS.1060721.1060996.fwd"	"PATRIC"	"CDS"	1060721	1060996	276	"+"	"FIG00947911"	"PLF_286_00002478"	"PGF_06919539"		91		"hypothetical protein"	
"Pseudomonas aeruginosa RSW15"	"287.6645"	"287.6645.con.0001"	"fig|287.6645.peg.1017"			"PATRIC.287.6645.287.6645.con.0001.CDS.1061016.1061657.rev"	"PATRIC"	"CDS"	1061016	1061657	642	"-"	"FIG00905558"	"PLF_286_00005143"	"PGF_03331199"		213		"Uncharacterized protein YraR"	
